PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_TO,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
1628973,"Brunson, Jalen",New York Knicks,1610612752,NYK,made,19,"Payne, Cameron",1626166,0.031,1.79,0.26,0.26,0.47,0.556,0.05,0.16,0.333,0.21,0.32,0.667
1628973,"Brunson, Jalen",New York Knicks,1610612752,NYK,made,19,"Towns, Karl-Anthony",1626157,0.219,12.84,2.05,2.58,5.37,0.48,1.89,3.79,0.5,0.68,1.58,0.433
1642359,"Dadiet, Pacome",New York Knicks,1610612752,NYK,made,9,"Kolek, Tyler",1642278,0.269,2.0,0.11,0.22,0.33,0.667,0.11,0.22,0.5,0.11,0.11,1.0
1642359,"Dadiet, Pacome",New York Knicks,1610612752,NYK,made,9,"Toppin, Jacob",1631210,0.03,0.22,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1642359,"Dadiet, Pacome",New York Knicks,1610612752,NYK,made,9,"Sims, Jericho",1630579,0.045,0.33,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1642359,"Dadiet, Pacome",New York Knicks,1610612752,NYK,made,9,"Hukporti, Ariel",1630574,0.104,0.78,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,
1642359,"Dadiet, Pacome",New York Knicks,1610612752,NYK,made,9,"McBride, Miles",1630540,0.075,0.56,0.0,0.0,0.33,0.0,0.0,0.11,0.0,0.0,0.22,0.0
1642359,"Dadiet, Pacome",New York Knicks,1610612752,NYK,made,9,"Ryan, Matt",1630346,0.03,0.22,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1642359,"Dadiet, Pacome",New York Knicks,1610612752,NYK,made,9,"Brunson, Jalen",1628973,0.104,0.78,0.0,0.11,0.11,1.0,0.11,0.11,1.0,0.0,0.0,
1642359,"Dadiet, Pacome",New York Knicks,1610612752,NYK,made,9,"Bridges, Mikal",1628969,0.075,0.56,0.11,0.22,0.22,1.0,0.22,0.22,1.0,0.0,0.0,
1642359,"Dadiet, Pacome",New York Knicks,1610612752,NYK,made,9,"Hart, Josh",1628404,0.045,0.33,0.11,0.11,0.11,1.0,0.11,0.11,1.0,0.0,0.0,
1642359,"Dadiet, Pacome",New York Knicks,1610612752,NYK,made,9,"Anunoby, OG",1628384,0.015,0.11,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1642359,"Dadiet, Pacome",New York Knicks,1610612752,NYK,made,9,"Payne, Cameron",1626166,0.179,1.33,0.11,0.22,0.33,0.667,0.11,0.11,1.0,0.11,0.22,0.5
1642359,"Dadiet, Pacome",New York Knicks,1610612752,NYK,made,9,"Towns, Karl-Anthony",1626157,0.03,0.22,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1628404,"Hart, Josh",New York Knicks,1610612752,NYK,made,19,"Dadiet, Pacome",1642359,0.002,0.11,0.0,0.0,0.11,0.0,0.0,0.0,,0.0,0.11,0.0
1628404,"Hart, Josh",New York Knicks,1610612752,NYK,made,19,"Kolek, Tyler",1642278,0.02,1.11,0.16,0.16,0.26,0.6,0.0,0.0,,0.16,0.26,0.6
1628404,"Hart, Josh",New York Knicks,1610612752,NYK,made,19,"Sims, Jericho",1630579,0.023,1.32,0.16,0.16,0.16,1.0,0.16,0.16,1.0,0.0,0.0,
1628404,"Hart, Josh",New York Knicks,1610612752,NYK,made,19,"Hukporti, Ariel",1630574,0.007,0.42,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,
1628404,"Hart, Josh",New York Knicks,1610612752,NYK,made,19,"McBride, Miles",1630540,0.061,3.47,0.16,0.32,1.0,0.316,0.21,0.63,0.333,0.11,0.37,0.286
1628404,"Hart, Josh",New York Knicks,1610612752,NYK,made,19,"Ryan, Matt",1630346,0.001,0.05,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
